,score,comment
78,4,"Não entendo muito, pra um amador bem amador como eu da para brincar, mas. Ela e bem frágil tenham cuidado com o manuseio, não e tão precisa mas cumpre as funções dela a maleta e quase descartável veio com a presilha quebrada pelo menos ajuda para armazena em casa. Para amadores ela e boa da pra dar uns tiros bem legal."
79,5,Muito bom incrivel eu fiquei impressionado ela e precisar e forte eu marquei a parede da minha casa e furei papel de carnderno para treinar que prduto incrivel.
80,5,"Excelente produto. Dei de presente para um menino de 8 anos nada cuidadoso, ele ja deu mais de mil disparos e esta funcionando perfeitamente. 
O unico defeito que eu encontrei é que a alça de mira tem um vão muito largo que nao enquadra bem com a massa de mira. Mas é so mirar no meio que é bem precisa."
81,1,Porcaria. Quebrou com um mês de uso. Quebrou a parte da frente do slide que é apenas uma casquinha de plástico frágil para aguentar o retorno da mola.
82,3,"Arma bem bonita. Porém muito simples. Material bem leve. A pistola tem apenas o retém do carregador funcional, o resto é fake. Porém cumpre o que promete. Pelo valor eu recomendo. É um airsoft para uso doméstico e tiro alvo. É bem simples porém muito bonita. Para quem quer uma airsoft para brincar em casa ou de enfeite recomendo."
83,4,"Muito boa pelo preço, bonita, peso bom, só a potência q deixa um pouco a desejar mas como já falei pelo preço e umas das melhores do mercado!!!."
84,5,"Acabei de receber e já testei. 
A princípio tudo certo, meu filho adorou. 
Uma pressão bem forte do tiro chegando a fazer furo no alvo que vem junto. Está fazendo um barulho na arma, não sei se é assim mesmo. Único ponto negativo é o alvo, esperava um tamanho maior, é do tamanho da palma da minha mão."
85,4,"Falha um pouco, quando engatilha algumas bbs cai no chão e ficam presas e atiram duas de ums só fez, mas é aceitavel. A potencia é boa."
86,4,"Pelo valor um ótimo produto, o tamanho é grande pra minha mão mas ficou ótimo. Gostei das peças e do funcionamento. O único problema é a precisão, tem momentos que parece q a bb bate dentro e vai uns 10° pra direita. Estando a mais de 5 metros apenas poucas balas vão no ponto certo."
87,4,"O produto é muito bom pelo preço. 
Percebi que o carregador fica um pouco frouxo e o gatilho é um pouco frágil. Tirando isso é muito bom."
88,3,É boa a curta distância tem uma boa pressão fura ate caixa de papelão porem sua mira não é precisa a uma distância maior de 3 metros vc gasta todos os bbs e não consegue atingir o alvo kkkk. Como brinquedinho a pistola atende da pra passar o tempo tentando acertar o alvo.
89,4,"Funciona, material nao muito resiste, trava a bolinha se puxar mais de uma vez quando for armar, tive que abrir, mais facil desmontagem, mais compraria novamente."
90,3,"Gostei do produto pelo preço faz valer a construção, parece um pouco frágil, mas acredito que com cuidado não deve estragar tão facilmente. Acredito que deveria vir ao menos um magazine de bbs para testes isso compromete a avaliação já que a principal função da arma tem que ser adquirida a parte."
91,4,"Ótimo pelo preço, não tem muita precisão e com bbs de 0. 12 tem pouca potência, mas para brincar e derrubar algumas latas atende bem."
92,5,"Ótima. Essa é minha segunda. A primeira passou de 2. 000 tiros fácil e está intacta. Use com carinho, lubrifique de tempos em tempos e cuide na hora de atirar que você terá uma arma para um bom tempo. Dica, use bbs 0,20 é perfeito precisão a 10 metros tranquilo."
93,3,"Bm bao o produto coisa! tô escrevendo a mais,por w o ml falo q é pouco q eu falei na primeira frase. Ok."
94,5,"Gostei. O produto oferece uma sensação de simulação de arma. Plástico mas muito bem acabado e bonito. Recomendo a todos. Único detalhe é que tem que tomar cuidado para não estragar a mola do carregador pois parece ser bem frágil, mas nada que o cuidado não possa resolver."
95,5,"Muito boa compensa o valor, faz 15 dias que tô com ela e até agora não tive nenhum ponto negativo, boa de verdade."
96,4,"Arma toda de plástico reforçado, ideal para bolinhas 0. 12g ou 0. 20g. 
Dispara com precisão até uns 7 a 10 metros. 
Não consegue furar papelão, nem consegue furar o alvo direito, portanto ela é fraca (cerca de 120 fps). Mas é o bastante para uma spring."
97,4,"É um produto bastante simples, mas atende as expectativas com o melhor custo x beneficio e tem as mesmas dimensoes da g17."
98,3,"Pra brincar é legal , porem se voce usar bbs de 0. 20 a curta distancia é bem melhor. A pistola dá pra aumentar a pressão dela em 20% e fica quase igual o rifle. A pressão do rifle é fraca em comparação com seu tamanho e desempenho."
99,2,"Pistola leve, com rebarbas a vistas. Todos que veem descobrem que é de mentira, nem dá pra fazer uns assaltos !. 
. 
Não gostei."
100,1,"Não sei pra q serve essa pistola. Não acerta qq coisa a mais de 1,5m de distancia. Tô ainda querendo descobrir pra q ser os alvos q enviam junto com a pistola. Deve ser pra usar com uma pistola decente q vc venha a adquirir."
101,5,"Muito bom gente,qualidade média mais da pra se divertir bastante, se você é bruto não compensa comprar pq ela é frágil!!."
102,2,"Na vale o preço, plástico inferior, também veio mau construída parece está torta a mira não tem precisão nem a 3 metros de distância, pra mim foi um péssimo gasto,pq não dá nem pra se divertir com os amigos devido a sua precisão ser péssima."
103,1,"Horrível !!!. Plastico total e quebrou no primeiro dia com a mola travando dentro da arma. 
Não gastem seu dinheiro nessa porcaria. Horrível."
104,5,"Produto otimo super forte melhor do que eu esperava ja atirei umas 100 vezes e nao encavalou nenhuma tem so q tomar cuidado para nao deixar cair pq parece ser fragil mais se nao tomar cuidado ate as de ferro se quebra. 
Eu gostei muito recomendo."
105,5,"Muito boa, fiz pouco disparos,mas me mostrou muito forte,e resistente desde que usado com cautela. 
Cumpre o que promete."
106,5,"É compatível pelo preço, não é tão pesada mas também não tão leve, em relação a precisão, não esperem muito mas, dá pra brincar em casa ou combinar com uma galera um jogo só de springs, e ter cuidado pra não derrubar. Show de bola."
107,5,"Já sou acostumado a tomar café para estudar, e comprei para estudos e esportes, ao tomar 1 comprimido não senti o coração disparar e me manteve espero para os estudos, as vezes preciso de mais 1 comprimido ( completando uma dose diária ) quando o dia é muito puxado, vale a pena. Esse fato de não disparar o coração é muito importante e um diferencial visto que se vc for fazer uma atividade mais cansativa pode tomar mais de 1 comprimido tranquilo. Lembrando que  é bom começar tomando 1 comprimido e ir notando como seu organismo se comporta além de procurar um médico."
108,5,"Produto bem lacrado aparenta ser mt confiável comprarei novamente amei  camiseta só ñ gostei da garrafinha pq esperava q fosse da black sckull é veio foi uma vermelha de outra marca. 
Logo volto pra opinar sobre o efeito dos suplementos."
109,5,"Esse produto termoflame é top de mais , com uma alimentação correta você seca de uma forma inacreditável perdi mais de 40 kilos isso da um gás incrivel já comprei outras vezes e agora voltei a comprar produto excelente."
110,4,"Então eu comprei mais pela marca que dizem ser boa, porem acredito que o resultado dele é bom se tomar dois antes do treino, e não um como eu esperava. Mas ainda sim é muito bom."
111,1,"Na verdade não merece nem uma estrela é horrível não vale nada não é o que oferece o produto não faz efeito nenhum é a mesma coisa de beber água. 
Não gostei é horrível."
112,5,"Produto dentro do esperado, gostei do efeito, deu um up legal, sem me dar tremedeira, palpitações nem nada. 
Vou manter o uso, pois já usei outros wue me caisaram náuseas, mal estar e etc."
113,5,"Muito bom. 
Comprei o produto e estou fazendo caminhada todos os dias, estou suando muito mais e tendo muito mais sede. 
Não é tão forte quanto os outros, em nenhum momento me senti mal."
114,1,"Não comprem ,cheguei a tomar 4 de uma vez e não fez efeito nenhum, até o momento não vi diferença nenhuma ,como se tivesse tomando apenas água , dinheiro jogado no lixo literalmente!!."
115,5,Super indico. A acao dele e bem motal nao te da aceleracao desconfortavel como mulher e ja tendo usado outros e hoje escolhe fazer o consumo diario deste.
116,5,Ele dá um gás para realizar os exercícios costumo tomar uma hora dos treinos sinto uma energia muito boa consigo executar os treinos com bastante disposição.
117,5,"Muito bom, tomo uma cápsula por dia antes de ir pro trabalho vou caminhando , chego super disposta e cheia de energia!."
118,5,Excelente da resultado soa muito e te deixa mais ativo no dia a dia e no treino.
119,5,"Produto bom, tem auxiliado bastante na perda de gordura, recomendo, os produtos da black skull são bons."
120,5,O produto é do geito que eu queria estou muito satisfeito com a minha compra. Obrigado.
121,2,Produto sem muito efeito comparado aos outros que tomei. Mas pra quem busca efeitos leves.
122,5,Cumpre o que promete. Recomendo a compra sob uma alimentação balanceada e exercícios físicos.
123,3,Na minha opinião pra quem não tá acostumado funciona mas pra mim não mais.
124,5,Comprei pro meu filho e ele tá amando está tendo o resultado que esperava.
125,2,"Olha não gostei , estou usando já  duas semanas e não compraria de novo."
126,3,Olá ainda não tenho uma confirmação se o produto é realmente é eficaz.
127,2,"Bom, porém veio 8 unidades sem lacre, devem se atentar mais a isto."
128,4,"Produto é bom, mas não senti tanta energia como achei que daria."
129,5,Produto muito bom para quem está começando e deseja ter mais energia.
130,1,"Não estava 100%lacrado, ou seja, o produto agora não é confiável."
131,4,"Importante avaliar para o que se deseja, pois é apenas cafeína."
132,5,"Ótimo produto, recomendo, melhorou demais a concentração e o treino!."
133,5,Muito bom e eficiente está me ajudando muito nos treinos.
134,5,"Top, dá uma ótima disposição e te deixa mais ativo."
135,5,Pena q n tenho como por ft. Amei. Adquirei mais.
136,5,"Bom produto, preciso mais do pacote para ver o resultado."
137,5,Ainda nao testei o produto mas parece ser muito bom.
138,5,"Ótimo produto, recomendo para quem quer acelerar o metabolismo!."
139,5,Produto de qualidade recomendo a todos no mercado livre.
140,5,Da um gás muito bom!!!. Ja pedi outro.
141,5,Preço acessível e ainda em fase de teste.
142,5,Excelente e ótima qualidade! pode comprar sem medo.
143,4,Um produto bom. Recomendo para quem deseja usar.
144,2,Esse produto até agora não fez diferença nenhuma.
145,5,Melhor termogênico. E o melhor lugar p comprar.
146,1,Nao gostei nao fez efeito nenhum em mim.
147,5,"Bom, dá energia pouco tempo depois que toma."
148,5,"Ótimo produto, qualidade e preço baixo recomendo."
149,5,Ótimo produto  recomendo a todos do ml.
150,4,Estou usando até o momento parece bom.
151,5,Otimo ja usei e otimo. Muito bom.
152,5,"Ótimo custo benefício, produto de excelente qualidade."
153,5,O produto de fato funcionou para mim!.
154,1,"Achei fraco,não surtiu efeito em mim."
155,5,Excelente e funcional dentro das espectativas.
156,4,"Achei ótimo , recomendo muito bom mesmo."
157,5,Excelente produto para meu pré treino.
158,5,"Otimo produto, ótima marca ! recomendo sempre."
159,5,"Muito bom, valeu a pena, recomendo!."
160,5,"Produto de alta qualidade, bom demaissss."
161,5,"Produto de alta qualidade, bom demaissss."
162,5,"Muito bom, recomendo!! vou comprar novamente."
163,1,Até agora ñ estou vendo resultado.
164,4,Bom. Sem muita coisa pra dizer.
165,5,"Ótimo produto recomendo,esse termo genico."
166,5,Produto muito bom com validade longa.
167,5,"Gostei, muito bom o resultado obtido."
168,5,Ja conheco tenho usado bom tempo.
169,5,"Muito bom, super recomendo, pode confiar."
170,5,Ótimo. Correspondeu as minhas expectativas.
171,5,"Ótimo, excelente,alta qualidade parabéns."
172,5,"Excelente produto, irei comprar mais."
173,5,"Muito bom , recomendo a todos."
