,score,comment
178,1,A tinta não fixa mesmo depois de horas em superfície de plástico. Foi só passar dedo e saiu tudo. Não recomendo. Comprei o combo dourado e prata e vou devolver. Barato que saiu caro.
179,5,Como demonstrado no explicativo.
180,4,"Bom, mas não é permanente!. 
Comprei as canetas para gravar em porcelana, personalização, mas ao lavar sai a gravação. 
Consegui utilizar para escrever em bolas de árvore de natal e brinquedos (plástico)."
181,5,"Ótimo produto, simplesmente fántastico."
182,1,Usei a caneta dourada em uma superfície de plástico e a tinta não segura. Esperei secar por 12 horas e a tinta saiu como. Se recém tivesse passado. Não recomendo.
183,5,"Adore! tem que ter cuidado pq borra facilmente e não seca tão rápido. Comprei para escrever nos adesivos de tempero e adorei, pois nao sai com água."
184,5,O produto veio certo. E está em ótimas condições. Já usei um de cada caixa para fazer o teste e estão ótimos. Ótimo produto. Nota 10. Recomendo.
185,1,A tinta não segura em superficie plástica. Esperei por horas e a tinta saiu sem dificuldade. A tinta não é permanente. Sai muito fácil. Não recomendo.
186,5,"Pincel da bic e muito bom, a ponta e mais firme e dura mais tempo que a pilot, e a recarga e tranquila."
187,5,"Excelente produto ótimo  para escrever em dvd e bluray,cd ou qualquer superfície a tinta fixa bem recomendadissimo a todos."
188,5,"As cores das canetas são bem bonitas, minha filha ficou apaixonada!! se destacam bem em fundos escuros."
189,4,"Bom, ouro e metálico intensos, mas não tem nada de permanente  se tiver essa intensão."
190,2,"Nao gruda em material liso, como plástico e não seca. Só serve para papel."
191,4,Produto muito bom más não fixa 100% más se usar um verniz fica top.
192,5,"A qualidade do post it m é indiscutível, as canetas bics são boas."
193,3,"Bonita as cores e boa, porém no vidro não é permanente, obrigado."
194,2,"A tinta apesar de permanente sai ao passar o dedo, não gostei."
195,4,"Bom produto. Para o que eu queria, a ponta ficou muito grossa!."
196,5,Linda e com uma otima ponta oq facilita para sair lindas letras.
197,5,"O produto é bom e resistente, ótimo para escrever em adesivos escuros."
198,5,"Ótima caneta, usamos para escrever em um tabuleiro de board game."
199,2,A ponta é muito grossa. Deveria ser a ponta ultra fina.
200,5,Utilizo nas etiquetas de identificação dos alimentos em minha cozinha.
201,5,Excelente produto atendeu as minhas expectativas pela qualidade e eficácia!.
202,4,Não pega bem em plástico mas é um ótimo marcador.
203,5,"Melhor compra,uso em decorações de unha show de boa."
204,5,Ótima pra fazer detalhes em eva entre outras coisas.
205,3,Não usei ainda vou fazer os testes em breve.
206,5,Maravilhosa! usei em e v a e ficou perfeito.
207,5,"As cores ficaram lindas na folha preta, super forte!."
208,5,"O produto condiz com o anunciado, ótimo custo benefício."
209,5,Excelente produto! recomendo a todos do mercado livre!.
210,3,Muito fina não dá para escrever em balões.
211,5,"Pontas macias, a cor é ótima, super recomendo."
212,5,Lindas as cores deixaram meu ttrabalho mais bonito.
213,4,"Pratra e dourado muito bom, atende as expectativas."
214,5,Top excelente para o  q vou usar.
215,5,"Essas canetas são perfeitas, lindas e baratas."
216,5,Ótima qualidade atendeu o que eu precisava.
217,5,É muito melhor do esperado. Excelente produto.
218,4,"Muito bom, ou seja, de boa qualidade."
219,5,"Perfeito, amei! adesivo ótimo, canetas são ótimas."
220,5,Como todo produto da bic qualidade excelente!.
221,5,Escrita perfeita nas etiquetas do tipo lousa.
222,5,Lindas cores metálicas e pontas precisas. Recomendo.
223,5,"Excelente produto, indico a todos do ml."
224,5,Linda as cores caneta será útil.
225,5,Gostei do produto e da qualidade.
226,1,Nao é adequado prara pintar plastico.
227,1,Péssimo ! metade das canetas vieram secas.
228,5,"Produtos de primeira qualidade, cores lindas."
229,5,"Gostei,  atende bem as minhas necessidades."
230,4,"Bom produto, atendeu ao que pretendia."
231,5,Marcador muito bonito e de qualidade!.
232,5,Ótimo produto atendeu as minhas espectativas.
233,5,Gostei muito da minha aquisição.
234,3,Um produto de ótimo qualidade.
235,2,Nao gostei8  nao e permanente.
236,5,"Excelente produto, custo beneficio! recomendo."
237,5,"Linda as cores. 
Ótima qualidade."
238,5,"Amei o produto, excelente qualidade!."
239,5,Era exatamente oque eu procurava.
240,5,"Lindas, todas vieram bem embaladas."
241,5,Atendeu totalmente minha expectativa. Recomendo.
242,5,Muito bom!atendeu a expectativa.
243,5,"Muito boas, atenderam minhas expectativas."
244,5,Gostei muito! cumpriu sua função!.
245,5,"Ponta bem fina, gostei muito."
246,5,Ótimas!!! gostei muito das canetas.
247,5,"Atende as expectativas, muito bom."
248,5,Excelente!! atendeu as minhas expectativas.
249,1,Horrivel quando aplicado em plastico.
250,5,Produto de ótima qualidade. Recomendo.
251,5,Melhor marcação possível! excelente!.
252,5,Ótimo gostei bastante recomendo.
253,5,"Excelente produto,ótima qualidade."
254,5,"Perfeito, é pequeno, com boa estrutura e muito funcional. Não utilizei com muitas folhas (para ser sincera, nem sei qual o máximo q ele atende) nem com muita frequência (apenas para uso pessoal, quando faço algo para colocar em um fichário). Atende bem às minhas necessidades, não tendo apresentado nenhum defeito até o momento (e olha q eu já deixei cair no chão)."
255,5,"Amei, pensei que era maior e mais pesado e quando peguei no alicate achei perfeito, os furos e o tamanho são ótimos."
256,5,Achei ótimo material super eficiente para meu propósito compacto lindo compraria sempre que precisar super indico.
257,5,"Produto de acordo com o anunciado, adequado para a finalidade a qual utilizo nos meus artesanatos."
258,4,"Muito bom. Era o que eu precisava,  faz um furo e em poucas folhas."
259,5,"Ótimo produto  fura bem umas 3,4 folhas  de sulfite de uma vez."
260,5,"Ótimo produto! o perfurador funciona muito bem, não trava e tem corte perfeito."
261,5,Gostei bastante! achei que valeu super a pena. Preco bom e material bom.
262,5,Material muito bom e bem resistente. Tem cara que vai durar muito.
263,4,"Gostei deste furador, material de boa qualidade e e bom preço."
264,4,Bom furador. Não enrosca o papel na hora de furar.
265,4,"O produto é de boa qualidade, atende a minha necessidade."
266,5,Excelente perfura super bem prático cabe em qualquer lugar maravilhoso.
267,5,Muito bom. Fica mais fácil controlar onde queremos o furo.
268,5,"Exatamente o que eu queria, preço ótimo e produto excelente."
269,5,"Otimo pra perfurar papel! bem pequenininho e pratico, adorei!."
270,5,"Excelente, de fácil manuseio, leve. Atendeu as minhas expectativas."
271,5,Muito bom veio certinho e fura bem direitinho.
272,4,"Otimo produto. Tem qualidade ,designer e otimo esempenho."
273,5,Excelente fura muito bem e não faz sujeira.
274,5,Funciona muito bem. Era exatamente o que procurava.
275,5,Produto excelente. Era o que esperava. Boa qualidade.
276,5,"Excelente, bem funcional. Tem somado nos meus trabalhos."
277,5,Excelente custo benefício. Perfurador atende seu objetivo.
278,5,"Ótimo, me ajudou muito a fazer furos."
279,5,Excelente custo benefício. Produto de ótima qualidade.
280,5,Excelente produto exatamente do que eu precisava.
281,5,"Excelente produto, me atendeu muito bem, recomendo!."
282,5,Ótimo produto arrependimento porque não comprei 2.
283,5,Bom produto. Bem forte e resistente.
284,5,"Ótimo produto, atende bem as expectativas."
285,5,Perfeito o produto e de qualidade.
286,5,Perfeito para qualquer tipo de papel.
287,5,"Top! recomendo, pode comprar sem medo."
288,5,"Muito bom e eficiente, veio direitinho."
289,4,"Achei bom, espero que dure bastante."
290,5,Muito bom! produto otimo e simples.
291,5,Era tudo que eu precisava perfeito.
292,5,Ótima qualidade do material. Recomendo.
293,5,Atende às expectativas! muito bom! recomendo!.
294,5,Produto ótimo gostem recomendo muito.
295,5,Gostei! exatamente como eu pensava!.
296,5,"Produto de ótima qualidade, aprovado ?."
297,5,Excelente ???????? uma ótima gualidade.
298,5,"Excelente, recomendo."
299,5,Muito bom !.
300,1,"A fita não está descente, está saindo aos pedaços, parece q é mt velha, ou deixaram no sol ou a fabricaçao está errada."
301,5,"O produto 3m dispensa comentários excelente qualidade muito bem feito perfeito em aderência estou satisfeito recomendo a todos vcs, obrigado humberto perin."
302,5,"O produto é muito bom,  como todos os produtos da 3m. 
É excelente em todos os sentidos."
303,5,"Ótimo produto, aderindo bem às superfícies, serve muito bem para o fim a que se destina. Fiquei satisfeito."
304,5,"Ótimo produto, não fica arrebentando na hora de aplicar e tem boa aderência."
305,5,"Produto bom, atendeu a necessidade e não tira a tinta da parede."
306,4,Fita crepe 3m não há o que falar. É muito boa. Recomendo.
