,score,comment
115,5,"O produto atendeu minha expectativa, reforçado internamente, espaco adequado para viagens e passeios curtos e a qualidade muito boa!."
116,5,"Linda a cor champanhe parece um dourado suave, a mala veio lacrada e parece de ótima qualidade. Estou satisfeita."
117,5,"Excelente. Comprei para dar de presente. Eu particularmente adorei, excelente mala, excelente qualidade. E o presenteado também adorou."
118,5,Excelente custo-beneficio! pelo valor a mala é de excelente qualidade e deverá atender ao propósito. Eu espero!.
119,5,"Muito bom, gostei, de acordo com minhas necessidades, parece ser resistente, usei uma vez só até agora. Indico."
120,5,"A mala é muito bonita, leve e parece ser bem resistente. Estou feliz com minha compra e recomendo."
121,5,Ótimo produto. Dimensões dentro do padrão de mala de mão. Levei a bordo e não tive nenhum problema.
122,4,"Muito boa, qualidade, acabamento e visual muito bom, achei que era um pouco maior mas gostei bastante."
123,5,O produto é exatamente como nas fotos. Qualidade incrivel e do tamanho certo para bordo. Recomendo demais.
124,4,"Muito boa. Gostei do material, agora resta saber se vai durar. Fiz apenas uma viagem com ela."
125,5,"Muito boa, preco justo perante a concorrencia, aparentemente resistente, vai atender bem a necessidade de viagens curtas!!."
126,3,"Boa, bonita e com preço justo,porém,veio com 2 marcas de descascado nela, fora isso, gostei."
127,5,"Boa mala, só fiz uma viajem de avião com ela, passei  15 dias no hotel. Atendeu perfeitamente."
128,5,"Ótimo produto. A mala é pequenas mas cabe muita coisa, ótima opção para levar dentro do avião."
129,5,"As malas são lindas, e chegaram rápido. O material parece resistente e de qualidade. Estou muito satisfeita!."
130,5,"Mala lindíssima! achei um pouco menor do que o esperado, porém, dentro dos padrões. Ótima qualidade!."
131,4,É uma boa mala. Acho que faltou uma bolsa interna para a guarda de pequenos volumes.
132,5,"Otimo custo beneficio para o produto, fiz uma viagem e super me atendeu no momento. Obrigada."
133,5,Adorei! e já usei inclusive! deu pra deixar tudo bem separado! to apaixonada pela qualidade! indico.
134,5,"As malas são otimas! lindas, leves e o espaco e otimo! muito satisfeita com a compra."
135,4,"Produto com acabamento bom, ainda não usei mas vai atender bem quem leva pouca bagagem."
136,4,"Gostei do material, me pareceu bem resistente. Comprei 4 dessa. Agora só viajar pra ver!."
137,5,Muito boa top a mala muito bom o material e a mala ideal de viagem.
138,5,Produto bom e com acabamento okay. Atende a necessidade e tem bom custo benefício.
139,5,"A mala é linda, otimo acabamento! me surpreendi positivamente com a qualidade x preço."
140,5,Minha mae adorou! alem de lindo o acabamento é muito bom. Achei chique. Recomendo.
141,5,Ótimo tamanho espaçosa por dentro porém ainda não usei espero que atenda minhas necessidades.
142,5,Nao gostei do tamanho. Precisa  de dar mais imformaçoes pra nao errar na escolha.
143,5,"Ótimo tamanho, muitos bolsos o que facilita na arrumação e otimização do espaço. Recomendo!."
144,3,"Mala boa, mas o grampo interno é fraquinho não fica preso. 
Atendeu minha necessidade."
145,5,Muito boa a qualidade e a mala é muito linda!! indico e recomendo.
146,4,Apresentou um defeito pequeno no acabamento na borracha na parte superior da mala.
147,4,"Produto muito pequena. A foto engana, mas pelo menos é de boa qualidade."
148,5,Excelente produto. Bom acabamento externo e com divisória interna que me atendeu bem.
149,5,"Muito boa e bonita! bem do jeitinho q eu queria, otimo custo beneficio!!!!!."
150,4,"Mala muito boa, porém, acho que deveria ter mais uma alça na lateral."
151,5,A mala é muito boa minha esposa adorou viaja com ela recomendo sim.
152,5,"Super resistente, material de boa qualidade, muito bonita e com bastante espaço interno."
153,5,"Muito boa, a mala parece ter qualidade, já usei e não tive problemas."
154,5,Mala boa e resistente. Cumpre o prometido e atendeu as minhas necessidades.
